2025-10-04 00:13:16,554 | INFO     | PokemonFaiths   | Logging to file: logs\game_20251004_001316.log
2025-10-04 00:13:16,558 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Starting ===
2025-10-04 00:13:17,415 | INFO     | PokemonFaiths.Main | Pygame initialized successfully
2025-10-04 00:13:17,415 | INFO     | PokemonFaiths.AudioManager | Audio system initialized successfully
2025-10-04 00:13:17,415 | INFO     | PokemonFaiths.Settings | Loaded settings: Music=100%, SFX=100%
2025-10-04 00:13:17,423 | INFO     | PokemonFaiths.AudioManager | Playing music: menu
2025-10-04 00:13:17,426 | INFO     | PokemonFaiths.StartScreen | Save file exists: True
2025-10-04 00:13:17,488 | INFO     | PokemonFaiths.StartScreen | Starting Pokémon Faiths start screen...
2025-10-04 00:13:18,718 | INFO     | PokemonFaiths.StartScreen | Start screen exited with selection: continue
2025-10-04 00:13:18,723 | INFO     | PokemonFaiths.Main | Loading saved game...
2025-10-04 00:13:18,723 | INFO     | PokemonFaiths.SaveManager | Game loaded successfully (Player: edy)
2025-10-04 00:13:18,723 | INFO     | PokemonFaiths.Main | Loaded save for: edy
2025-10-04 00:13:18,882 | INFO     | PokemonFaiths.Outside | Outdoor assets loaded
2025-10-04 00:13:18,883 | INFO     | PokemonFaiths.Outside | Village map created: 40x30 with 5 houses and cave entrance
2025-10-04 00:13:18,883 | INFO     | PokemonFaiths.Outside | Loading outside position from save: (1224, 197)
2025-10-04 00:13:18,887 | INFO     | PokemonFaiths.Outside | Outside scene initialized
2025-10-04 00:13:18,887 | INFO     | PokemonFaiths.Outside | Outside scene started
2025-10-04 00:13:22,014 | INFO     | PokemonFaiths.Outside | Player entering cave!
2025-10-04 00:13:22,015 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:13:22,015 | INFO     | PokemonFaiths.Outside | Set cave spawn to center: (340, 170)
2025-10-04 00:13:22,015 | INFO     | PokemonFaiths.Outside | Player entering cave
2025-10-04 00:13:22,021 | INFO     | PokemonFaiths.Outside | Outside scene exited
2025-10-04 00:13:22,022 | INFO     | PokemonFaiths.Main | Entering cave...
2025-10-04 00:13:22,292 | INFO     | PokemonFaiths.Cave | Cave scene initialized
2025-10-04 00:13:30,307 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:13:31,798 | INFO     | PokemonFaiths.Entities | Sprint: OFF
2025-10-04 00:13:45,892 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:13:45,976 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Shutdown ===
