2025-10-04 00:24:35,880 | INFO     | PokemonFaiths   | Logging to file: logs\game_20251004_002435.log
2025-10-04 00:24:35,885 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Starting ===
2025-10-04 00:24:36,744 | INFO     | PokemonFaiths.Main | Pygame initialized successfully
2025-10-04 00:24:36,745 | INFO     | PokemonFaiths.AudioManager | Audio system initialized successfully
2025-10-04 00:24:36,745 | INFO     | PokemonFaiths.Settings | Loaded settings: Music=100%, SFX=100%
2025-10-04 00:24:36,750 | INFO     | PokemonFaiths.AudioManager | Playing music: menu
2025-10-04 00:24:36,752 | INFO     | PokemonFaiths.StartScreen | Save file exists: True
2025-10-04 00:24:36,839 | INFO     | PokemonFaiths.StartScreen | Starting Pokémon Faiths start screen...
2025-10-04 00:24:37,942 | INFO     | PokemonFaiths.StartScreen | Start screen exited with selection: continue
2025-10-04 00:24:37,951 | INFO     | PokemonFaiths.Main | Loading saved game...
2025-10-04 00:24:37,952 | INFO     | PokemonFaiths.SaveManager | Game loaded successfully (Player: edy)
2025-10-04 00:24:37,952 | INFO     | PokemonFaiths.Main | Loaded save for: edy
2025-10-04 00:24:38,124 | INFO     | PokemonFaiths.Outside | Outdoor assets loaded
2025-10-04 00:24:38,124 | INFO     | PokemonFaiths.Outside | Village map created: 40x30 with 5 houses and cave entrance
2025-10-04 00:24:38,125 | INFO     | PokemonFaiths.Outside | Loading outside position from save: (404, 196)
2025-10-04 00:24:38,129 | INFO     | PokemonFaiths.Outside | Outside scene initialized
2025-10-04 00:24:38,130 | INFO     | PokemonFaiths.Outside | Outside scene started
2025-10-04 00:24:40,246 | INFO     | PokemonFaiths.Outside | Debug mode: ON
2025-10-04 00:24:43,683 | INFO     | PokemonFaiths.Outside | Player entering house door - going to bedroom!
2025-10-04 00:24:43,684 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:24:43,684 | INFO     | PokemonFaiths.Outside | Set bedroom spawn to: (238, 310)
2025-10-04 00:24:43,684 | INFO     | PokemonFaiths.Outside | Player entering house - teleporting to bedroom
2025-10-04 00:24:43,693 | INFO     | PokemonFaiths.Outside | Outside scene exited
2025-10-04 00:24:43,694 | INFO     | PokemonFaiths.Main | Returning to bedroom...
2025-10-04 00:24:43,848 | INFO     | PokemonFaiths.Bedroom | Bedroom assets loaded successfully
2025-10-04 00:24:43,848 | INFO     | PokemonFaiths.Bedroom | Loading player position from save: (238, 310)
2025-10-04 00:24:43,849 | INFO     | PokemonFaiths.Bedroom | Bedroom scene initialized
2025-10-04 00:24:43,850 | INFO     | PokemonFaiths.Bedroom | Bedroom scene started
2025-10-04 00:24:45,931 | INFO     | PokemonFaiths.Bedroom | Player stepped on teleport rug - going outside!
2025-10-04 00:24:45,932 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:24:45,932 | INFO     | PokemonFaiths.Bedroom | Set outside spawn to: (332, 222)
2025-10-04 00:24:45,940 | INFO     | PokemonFaiths.Bedroom | Bedroom scene exited
2025-10-04 00:24:45,941 | INFO     | PokemonFaiths.Main | Teleporting to outside scene...
2025-10-04 00:24:45,945 | INFO     | PokemonFaiths.Outside | Outdoor assets loaded
2025-10-04 00:24:45,945 | INFO     | PokemonFaiths.Outside | Village map created: 40x30 with 5 houses and cave entrance
2025-10-04 00:24:45,945 | INFO     | PokemonFaiths.Outside | Loading outside position from save: (332, 222)
2025-10-04 00:24:45,948 | INFO     | PokemonFaiths.Outside | Outside scene initialized
2025-10-04 00:24:45,948 | INFO     | PokemonFaiths.Outside | Outside scene started
2025-10-04 00:24:50,167 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:24:56,450 | INFO     | PokemonFaiths.Outside | Player entering cave!
2025-10-04 00:24:56,451 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:24:56,452 | INFO     | PokemonFaiths.Outside | Set cave spawn to center: (340, 170)
2025-10-04 00:24:56,452 | INFO     | PokemonFaiths.Outside | Player entering cave
2025-10-04 00:24:56,476 | INFO     | PokemonFaiths.Outside | Outside scene exited
2025-10-04 00:24:56,477 | INFO     | PokemonFaiths.Main | Entering cave...
2025-10-04 00:24:56,745 | INFO     | PokemonFaiths.Cave | Cave scene initialized
2025-10-04 00:25:00,168 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:25:00,299 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Shutdown ===
