2025-10-04 00:20:53,533 | INFO     | PokemonFaiths   | Logging to file: logs\game_20251004_002053.log
2025-10-04 00:20:53,537 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Starting ===
2025-10-04 00:20:54,426 | INFO     | PokemonFaiths.Main | Pygame initialized successfully
2025-10-04 00:20:54,427 | INFO     | PokemonFaiths.AudioManager | Audio system initialized successfully
2025-10-04 00:20:54,427 | INFO     | PokemonFaiths.Settings | Loaded settings: Music=100%, SFX=100%
2025-10-04 00:20:54,431 | INFO     | PokemonFaiths.AudioManager | Playing music: menu
2025-10-04 00:20:54,432 | INFO     | PokemonFaiths.StartScreen | Save file exists: True
2025-10-04 00:20:54,528 | INFO     | PokemonFaiths.StartScreen | Starting Pokémon Faiths start screen...
2025-10-04 00:20:55,615 | INFO     | PokemonFaiths.StartScreen | Start screen exited with selection: continue
2025-10-04 00:20:55,620 | INFO     | PokemonFaiths.Main | Loading saved game...
2025-10-04 00:20:55,621 | INFO     | PokemonFaiths.SaveManager | Game loaded successfully (Player: edy)
2025-10-04 00:20:55,621 | INFO     | PokemonFaiths.Main | Loaded save for: edy
2025-10-04 00:20:55,787 | INFO     | PokemonFaiths.Outside | Outdoor assets loaded
2025-10-04 00:20:55,787 | INFO     | PokemonFaiths.Outside | Village map created: 40x30 with 5 houses and cave entrance
2025-10-04 00:20:55,787 | INFO     | PokemonFaiths.Outside | Loading outside position from save: (1136, 149)
2025-10-04 00:20:55,793 | INFO     | PokemonFaiths.Outside | Outside scene initialized
2025-10-04 00:20:55,793 | INFO     | PokemonFaiths.Outside | Outside scene started
2025-10-04 00:20:59,303 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:21:00,030 | INFO     | PokemonFaiths.Outside | Player entering cave!
2025-10-04 00:21:00,033 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:21:00,033 | INFO     | PokemonFaiths.Outside | Set cave spawn to center: (340, 170)
2025-10-04 00:21:00,033 | INFO     | PokemonFaiths.Outside | Player entering cave
2025-10-04 00:21:00,039 | INFO     | PokemonFaiths.Outside | Outside scene exited
2025-10-04 00:21:00,040 | INFO     | PokemonFaiths.Main | Entering cave...
2025-10-04 00:21:00,297 | INFO     | PokemonFaiths.Cave | Cave scene initialized
2025-10-04 00:21:00,912 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:21:03,369 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:21:03,379 | INFO     | PokemonFaiths.Main | Exiting cave...
2025-10-04 00:21:03,382 | INFO     | PokemonFaiths.Outside | Outdoor assets loaded
2025-10-04 00:21:03,383 | INFO     | PokemonFaiths.Outside | Village map created: 40x30 with 5 houses and cave entrance
2025-10-04 00:21:03,383 | INFO     | PokemonFaiths.Outside | Loading outside position from save: (1230, 134)
2025-10-04 00:21:03,384 | INFO     | PokemonFaiths.Outside | Outside scene initialized
2025-10-04 00:21:03,384 | INFO     | PokemonFaiths.Outside | Outside scene started
2025-10-04 00:21:04,143 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:21:07,762 | INFO     | PokemonFaiths.Outside | Debug mode: ON
2025-10-04 00:21:08,161 | INFO     | PokemonFaiths.Entities | Sprint: OFF
2025-10-04 00:21:08,609 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:21:12,386 | INFO     | PokemonFaiths.Outside | Player entering house door - going to bedroom!
2025-10-04 00:21:12,387 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:21:12,387 | INFO     | PokemonFaiths.Outside | Set bedroom spawn to: (238, 310)
2025-10-04 00:21:12,387 | INFO     | PokemonFaiths.Outside | Player entering house - teleporting to bedroom
2025-10-04 00:21:12,395 | INFO     | PokemonFaiths.Outside | Outside scene exited
2025-10-04 00:21:12,396 | INFO     | PokemonFaiths.Main | Returning to bedroom...
2025-10-04 00:21:12,556 | INFO     | PokemonFaiths.Bedroom | Bedroom assets loaded successfully
2025-10-04 00:21:12,556 | INFO     | PokemonFaiths.Bedroom | Loading player position from save: (238, 310)
2025-10-04 00:21:12,558 | INFO     | PokemonFaiths.Bedroom | Bedroom scene initialized
2025-10-04 00:21:12,559 | INFO     | PokemonFaiths.Bedroom | Bedroom scene started
2025-10-04 00:21:13,658 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:21:15,079 | INFO     | PokemonFaiths.Bedroom | Debug mode: ON
2025-10-04 00:21:16,693 | INFO     | PokemonFaiths.Entities | Sprint: OFF
2025-10-04 00:21:17,080 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:21:17,399 | INFO     | PokemonFaiths.Bedroom | Player stepped on teleport rug - going outside!
2025-10-04 00:21:17,400 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:21:17,400 | INFO     | PokemonFaiths.Bedroom | Set outside spawn to: (332, 222)
2025-10-04 00:21:17,418 | INFO     | PokemonFaiths.Bedroom | Bedroom scene exited
2025-10-04 00:21:17,419 | INFO     | PokemonFaiths.Main | Teleporting to outside scene...
2025-10-04 00:21:17,422 | INFO     | PokemonFaiths.Outside | Outdoor assets loaded
2025-10-04 00:21:17,422 | INFO     | PokemonFaiths.Outside | Village map created: 40x30 with 5 houses and cave entrance
2025-10-04 00:21:17,422 | INFO     | PokemonFaiths.Outside | Loading outside position from save: (332, 222)
2025-10-04 00:21:17,424 | INFO     | PokemonFaiths.Outside | Outside scene initialized
2025-10-04 00:21:17,424 | INFO     | PokemonFaiths.Outside | Outside scene started
2025-10-04 00:21:22,101 | INFO     | PokemonFaiths.Outside | Quit event received
2025-10-04 00:21:22,102 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:21:22,103 | INFO     | PokemonFaiths.Outside | Game saved successfully
2025-10-04 00:21:22,110 | INFO     | PokemonFaiths.Outside | Outside scene exited
2025-10-04 00:21:22,217 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Shutdown ===
