2025-10-04 00:46:21,593 | INFO     | PokemonFaiths   | Logging to file: logs\game_20251004_004621.log
2025-10-04 00:46:21,599 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Starting ===
2025-10-04 00:46:22,472 | INFO     | PokemonFaiths.Main | Pygame initialized successfully
2025-10-04 00:46:22,473 | INFO     | PokemonFaiths.AudioManager | Audio system initialized successfully
2025-10-04 00:46:22,473 | INFO     | PokemonFaiths.Settings | Loaded settings: Music=100%, SFX=100%
2025-10-04 00:46:22,480 | INFO     | PokemonFaiths.AudioManager | Playing music: menu
2025-10-04 00:46:22,480 | INFO     | PokemonFaiths.StartScreen | Save file exists: True
2025-10-04 00:46:22,570 | INFO     | PokemonFaiths.StartScreen | Starting Pokémon Faiths start screen...
2025-10-04 00:46:23,944 | INFO     | PokemonFaiths.StartScreen | Start screen exited with selection: continue
2025-10-04 00:46:23,948 | INFO     | PokemonFaiths.Main | Loading saved game...
2025-10-04 00:46:23,948 | INFO     | PokemonFaiths.SaveManager | Updated old save to new teleport system (in front of door)
2025-10-04 00:46:23,949 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:46:23,949 | INFO     | PokemonFaiths.SaveManager | Game loaded successfully (Player: edy)
2025-10-04 00:46:23,949 | INFO     | PokemonFaiths.Main | Loaded save for: edy
2025-10-04 00:46:24,042 | INFO     | PokemonFaiths.Cave | Cave map created: 20x10 with 24 grass encounter tiles
2025-10-04 00:46:24,420 | INFO     | PokemonFaiths.Cave | Cave scene initialized
2025-10-04 00:46:32,467 | INFO     | PokemonFaiths.Entities | Sprint: ON
2025-10-04 00:46:33,593 | INFO     | PokemonFaiths.Cave | Wild encounter triggered!
2025-10-04 00:46:33,594 | WARNING  | PokemonFaiths.Cave | Player has no Pokemon! Can't battle.
2025-10-04 00:46:40,511 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:46:40,647 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Shutdown ===
