2025-10-04 00:51:20,546 | INFO     | PokemonFaiths   | Logging to file: logs\game_20251004_005120.log
2025-10-04 00:51:20,550 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Starting ===
2025-10-04 00:51:20,714 | INFO     | PokemonFaiths.Main | Pygame initialized successfully
2025-10-04 00:51:20,715 | INFO     | PokemonFaiths.AudioManager | Audio system initialized successfully
2025-10-04 00:51:20,716 | INFO     | PokemonFaiths.Settings | Loaded settings: Music=100%, SFX=100%
2025-10-04 00:51:20,720 | INFO     | PokemonFaiths.AudioManager | Playing music: menu
2025-10-04 00:51:20,722 | INFO     | PokemonFaiths.StartScreen | Save file exists: True
2025-10-04 00:51:20,864 | INFO     | PokemonFaiths.StartScreen | Starting Pokémon Faiths start screen...
2025-10-04 00:51:21,979 | INFO     | PokemonFaiths.StartScreen | Start screen exited with selection: continue
2025-10-04 00:51:21,983 | INFO     | PokemonFaiths.Main | Loading saved game...
2025-10-04 00:51:21,984 | INFO     | PokemonFaiths.SaveManager | Game loaded successfully (Player: edy)
2025-10-04 00:51:21,984 | INFO     | PokemonFaiths.Main | Loaded save for: edy
2025-10-04 00:51:22,068 | INFO     | PokemonFaiths.Cave | Cave map created: 20x10 with 24 grass encounter tiles
2025-10-04 00:51:22,454 | INFO     | PokemonFaiths.Cave | Cave scene initialized
2025-10-04 00:51:23,786 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-04 00:51:23,933 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Shutdown ===
