2025-10-03 22:46:52,234 | INFO     | PokemonFaiths   | Logging to file: logs\game_20251003_224652.log
2025-10-03 22:46:52,243 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Starting ===
2025-10-03 22:46:53,121 | INFO     | PokemonFaiths.Main | Pygame initialized successfully
2025-10-03 22:46:53,122 | INFO     | PokemonFaiths.AudioManager | Audio system initialized successfully
2025-10-03 22:46:53,122 | INFO     | PokemonFaiths.Settings | Loaded settings: Music=100%, SFX=100%
2025-10-03 22:46:53,133 | INFO     | PokemonFaiths.AudioManager | Playing music: menu
2025-10-03 22:46:53,134 | INFO     | PokemonFaiths.StartScreen | Save file exists: True
2025-10-03 22:46:53,226 | INFO     | PokemonFaiths.StartScreen | Starting Pokémon Faiths start screen...
2025-10-03 22:46:54,413 | INFO     | PokemonFaiths.StartScreen | Start screen exited with selection: continue
2025-10-03 22:46:54,418 | INFO     | PokemonFaiths.Main | Loading saved game...
2025-10-03 22:46:54,419 | INFO     | PokemonFaiths.SaveManager | Game loaded successfully (Player: edy)
2025-10-03 22:46:54,419 | INFO     | PokemonFaiths.Main | Loaded save for: edy
2025-10-03 22:46:54,432 | INFO     | PokemonFaiths.Cave | Loading grass tile 1 from: C:\Users\edy\Desktop\Faith\assets/images/grass_tile1.png
2025-10-03 22:46:54,432 | INFO     | PokemonFaiths.Cave | Asset manager base path: C:\Users\edy\Desktop\Faith
2025-10-03 22:46:54,432 | INFO     | PokemonFaiths.Cave | Current working directory: C:\Users\edy\Desktop\Faith
2025-10-03 22:46:54,460 | INFO     | PokemonFaiths.Cave | Loading grass tile 2 from: C:\Users\edy\Desktop\Faith\assets/images/grass_tile2.png
2025-10-03 22:46:54,460 | INFO     | PokemonFaiths.Cave | Asset manager base path: C:\Users\edy\Desktop\Faith
2025-10-03 22:46:54,460 | INFO     | PokemonFaiths.Cave | Current working directory: C:\Users\edy\Desktop\Faith
2025-10-03 22:46:54,483 | INFO     | PokemonFaiths.Cave | Loading grass tile 3 from: C:\Users\edy\Desktop\Faith\assets/images/grass_tile3.png
2025-10-03 22:46:54,483 | INFO     | PokemonFaiths.Cave | Asset manager base path: C:\Users\edy\Desktop\Faith
2025-10-03 22:46:54,483 | INFO     | PokemonFaiths.Cave | Current working directory: C:\Users\edy\Desktop\Faith
2025-10-03 22:46:54,510 | INFO     | PokemonFaiths.Cave | Old dead man WITH pokeball loaded (scaled to 34x34)
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Old dead man WITHOUT pokeball loaded (scaled to 34x34)
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Cave assets loaded (tiles lightly darkened to 80% brightness for light cave atmosphere)
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Assets loaded successfully
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Pokeball state: taken
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Using old man sprite WITHOUT pokeball
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Cave map created: 20x10 (long and oppressive)
2025-10-03 22:46:54,511 | INFO     | PokemonFaiths.Cave | Cave map setup complete
2025-10-03 22:46:54,597 | INFO     | PokemonFaiths.Cave | Loading cave position from save: (190, 141)
2025-10-03 22:46:54,600 | INFO     | PokemonFaiths.Cave | Cave scene initialized - Dark and claustrophobic
2025-10-03 22:46:54,601 | INFO     | PokemonFaiths.Cave | Cave scene started - Entering the darkness...
2025-10-03 22:47:07,544 | INFO     | PokemonFaiths.Cave | Quit event received
2025-10-03 22:47:07,545 | INFO     | PokemonFaiths.SaveManager | Game saved successfully
2025-10-03 22:47:07,545 | INFO     | PokemonFaiths.Cave | Game saved successfully
2025-10-03 22:47:07,552 | INFO     | PokemonFaiths.Cave | Cave scene exited
2025-10-03 22:47:07,629 | INFO     | PokemonFaiths.Main | === Pokemon Faiths Shutdown ===
